,,,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率,M稅後淨利率
 泰博,s4736,4736 泰博,16.19,19,19.17,16.57,16.88,8.87,3.2,16.37,17.07,14.47,18.44,13.95,13.27,16.99,19.14,5.79,4.45,3.84
 華廣,s4737,4737 華廣,8.81,6.85,3.76,6.14,5.37,4.4,5.41,3.56,1.47,0.73,0.81,5.76,7.11,6.74,5.78,2.38,2.43,0.31
 康普,s4739,4739 康普,7.11,8.91,13.11,4.2,4.44,5.5,6.92,7.08,7.36,7.67,3.63,0.72,0.63,-0.14,-1.17,0.98,1.41,2.21
 合一,s4743,4743 合一,527.44,"-2,348.32","-2,505.19","-1,186.29",-986.51,-943.87,"-4,632.69","3,645.30","3,499.74",-773.62,"-2,389.94","5,993.77","7,899.31","4,304.77","1,444.91",-318.6,-677.04,128.05
 合富-KY,s4745,4745 合富-KY,5.63,6.22,6.78,10.6,6.72,8.1,10.39,9.92,9.46,9.67,10.52,10.58,10.77,10.89,10.41,8.27,8.33,8.61
 台耀,s4746,4746 台耀,14.38,15.24,14,10.87,9.96,5.74,7.87,10.52,10.34,8.21,9.17,-2.81,-6.77,-15.93,-68.98,0.2,1.39,3.74
 強生,s4747,4747 強生,16.3,17.35,18.46,16.34,15.23,14.72,14.71,19.76,21.57,20.59,19.55,20.98,18.47,19.37,18.59,18.3,,15.1
 國碳科,s4754,4754 國碳科,11.95,12.14,8.76,9.88,8.73,6.06,10.91,6.29,,3.88,,7.16,,8.87,,3,,
 三福化,s4755,4755 三福化,7.76,7.79,4.88,5.79,5.41,4.74,4.05,4.15,4.01,3.65,1.18,4.07,4.72,5.41,5.33,6.39,,
 三汰-KY,s4762,4762 三汰-KY,20.93,22.42,21.38,18.73,18.04,16.98,11.81,22.28,19.01,21.08,22.74,25.84,,,,,,
 材料-KY,s4763,4763 材料-KY,16.46,17.46,15.15,18.4,17.14,16.3,17.63,16.28,,,,,,,,,,
 VHQ-KY,s4803,4803 VHQ-KY,23.58,16.72,15.14,17.01,12.11,-0.98,-17.73,11.84,6.15,1.42,0.95,15.77,,,,,,
 大略-KY,s4804,4804 大略-KY,9.93,13.56,6.23,12.33,9.88,11.02,0.7,10.27,2.49,8.34,3.91,8.81,,7.46,,-22.48,,
 昇華,s4806,4806 昇華,0.25,1.45,14.12,21.16,18.96,23.14,23.03,35.16,,49.28,,5.61,,4.22,,5.61,,
 聯光通,s4903,4903 聯光通,-4.45,-3.14,-1.61,3.46,3.77,-0.14,3.57,4.13,2.35,0.1,-1.06,-1.39,-3.3,-3.98,-3.11,5.25,5.6,4.63
 遠傳,s4904,4904 遠傳,13.16,12.85,12.64,11.86,13.16,12.75,12.13,12.28,13.95,14.77,13.77,13.28,13.82,13.48,12.72,12.25,12.82,12.12
 台聯電,s4905,4905 台聯電,387.67,350.45,457.86,101.92,59.86,-3.01,60.68,7.97,6.86,7.86,-0.7,-2.22,-6.35,-11.27,-15.28,50.54,56.51,50.8
 正文,s4906,4906 正文,3.83,2.95,1.51,1.18,1.54,0.67,1.13,0.41,0.48,0.77,1.37,2.29,2.59,3.35,4.31,3.49,3.84,3.77
 富宇,s4907,4907 富宇,-8.54,-14.67,-47.69,21.11,28.79,32.65,"-6,736.19",17.65,-49.79,-26.4,"-24,984.14",37.08,26.38,-173.07,-256.02,29.79,-361.63,-250.98
 前鼎,s4908,4908 前鼎,9.17,11.24,10.25,5.56,6.31,5.04,6.65,15.43,15.11,15.6,16.01,10.22,10.3,10.38,11.24,12.86,13.7,14.51
 新復興,s4909,4909 新復興,11.26,11.95,13.93,15.21,15.08,9,11.22,16.29,17.02,16.59,18.61,15.58,16.29,16.67,16.41,10.88,10.24,8.98
 德英,s4911,4911 德英,-49.15,-32.84,-28.98,-21.96,-49.17,-84.91,-73.88,17.88,18.1,18.21,14.77,-8.89,-3.2,-12.43,-45.4,-36.92,-23.02,-33.54
 聯德控股-KY,s4912,4912 聯德控股-KY,3.39,0.6,-7.31,6.91,6.82,4.48,6.36,7.22,5.83,6.25,4.63,6.21,7.11,5.52,6.26,10.58,12.89,14.55
 致伸,s4915,4915 致伸,3.33,3.26,3.14,2.77,2.98,2.89,2.92,3.08,3.27,3.06,2.98,1.58,2.2,2.32,2.17,2.9,2.95,3.22
 事欣科,s4916,4916 事欣科,6.75,5.99,6.02,-1.82,-0.78,-3.93,-2.27,0.78,1.21,3.89,5.62,8.88,10.29,11.1,14.07,12.18,,14.3
 新唐,s4919,4919 新唐,7.76,8.32,4.26,6.41,7.3,7.2,5.87,5.03,5.89,6.4,2.73,3.81,4.45,5.09,4,8.47,10.16,10.53
 欣厚-KY,s4924,4924 欣厚-KY,-16.01,-21.19,-22.32,-11.48,-5.29,-0.14,-2.46,-4.51,-1.08,-2.41,0.17,-4,-3.8,-8.32,5.19,-7.86,0.62,-2.55
 泰鼎-KY,s4927,4927 泰鼎-KY,5.18,5.75,5.51,6.19,6.03,3.74,3.74,5.83,6.63,5.74,6.5,5.56,6.19,5.32,8.4,9.98,10.63,10.41
 燦星網,s4930,4930 燦星網,1.24,1.44,1.14,-0.17,0.08,-0.27,0.86,7.51,1.89,0.78,0.62,0.45,0.83,-0.19,1.47,-2.15,-3.46,-7.28
 友輝,s4933,4933 友輝,4.25,3.93,2.29,4.29,3.27,1.57,1.2,6.27,7.3,8.12,8.91,11.56,12.12,13.25,14.49,15.12,15.12,14.15
 太極,s4934,4934 太極,-1.67,6.15,8.8,4.26,2.37,-0.2,1.76,2.67,3.68,5.44,7.55,4.25,3.8,3.24,-7.24,-38.86,-9.98,-10.5
 茂林-KY,s4935,4935 茂林-KY,14.7,14.36,13.14,12.24,11.77,9.08,9.23,9.33,9.53,8.84,10.71,4.88,4.99,4.45,6.11,6.07,5.93,3.67
 和碩,s4938,4938 和碩,1.94,1.97,1.89,2.38,2.55,2.63,2.63,1.86,1.82,1.38,1.59,1.5,1.41,1.39,1.59,1.13,1.02,0.97
 亞電,s4939,4939 亞電,-4.04,-10.23,-11.86,-11.66,-11.77,-14.58,-16.71,4.21,4.79,3.86,2.34,5.23,5.29,6.22,4.22,2.86,2.69,3.72
 嘉彰,s4942,4942 嘉彰,6.32,6.54,5.54,-7.55,-8.02,-2.15,-2.14,4.17,4.32,4.22,6.81,5.2,4.82,3.74,5.95,7.44,6.37,5.07
 康控-KY,s4943,4943 康控-KY,4.88,4.64,6.04,6.82,6.19,6.25,5.93,4.77,,3.33,,0.98,,-3.43,,1.03,,2.23
 兆遠,s4944,4944 兆遠,-51.05,-63.73,-58.05,-40.53,-28.01,-24.07,-29.96,1.69,2.8,1.71,-6.25,-23.03,-18.69,-18.92,-23.4,-19.25,-5.04,1.53
 辣椒,s4946,4946 辣椒,-24.25,-26.04,-16.74,-94.83,-64.08,-38.58,-26.57,-12.68,5.52,6.49,0.23,-6.43,-4.69,-7.86,-10.64,-8.99,0.94,2.32
 昂寶-KY,s4947,4947 昂寶-KY,20.74,19.62,14.29,19.34,18.73,16.16,15.62,20.49,21.33,21.58,20.14,19.84,20.33,19.24,17,17.62,17.89,16.75
 牧東,s4950,4950 牧東,19.51,26.56,52.46,3.91,24.55,-16.79,-13.8,110.07,170.66,179.7,184.95,-21.41,-8.05,-7.99,-7,-1.61,-2.8,-5.92
 凌通,s4952,4952 凌通,13.36,13.97,11.08,12.6,13.03,11.71,8.12,10.94,11.11,10.76,4.97,9.62,10.97,10.8,6.28,2.08,6.02,4.07
 緯軟,s4953,4953 緯軟,1.94,1.84,1.97,0.62,3.32,3.87,4.3,4.95,4.98,5.48,4.78,2.75,2.19,2.39,2.9,2.44,,6.96
 光鋐,s4956,4956 光鋐,-3.96,-2.61,-7.61,1.59,4.65,3.31,4.23,7.39,7.38,7.3,6.89,4.57,4.06,3.28,2.75,6.32,8.8,9.83
 臻鼎-KY,s4958,4958 臻鼎-KY,3.86,2.04,2.02,9.02,8.59,7.98,7.74,8.87,6.98,6.16,6.14,8.48,7.92,7.55,8.51,7.47,7.24,7.64
 奇美材,s4960,4960 奇美材,-17.04,-17.12,-15.37,8.21,9.93,9.65,12.4,14.16,12.97,12.31,13.62,13.62,13.78,13.17,9.51,7.95,7.72,7.88
 商店街,s4965,4965 商店街,-0.35,0.12,0.2,2.19,2.49,3.05,3.78,5.87,6.06,6.1,5.66,9.67,9.87,9.83,8.41,9.38,8.49,7.66
 譜瑞-KY,s4966,4966 譜瑞-KY,15.16,15.46,15.27,15.92,17,17.31,16.82,19.69,20.25,19.41,19.11,16.12,13.13,11.72,7.96,26.88,27.58,27.35
 立積,s4968,4968 立積,6.43,7.01,5.25,8.51,9.77,9.02,7.41,4.13,3.47,4.53,2.98,1.35,,0.83,,-7.37,,1.22
 IET-KY,s4971,4971 IET-KY,11.63,12.61,10.35,13.15,14.57,18.88,24.29,26.28,26.53,24.73,16.09,18.5,20.63,16.97,10.38,21.06,26.11,
 湯石照明,s4972,4972 湯石照明,11.85,12.15,13.23,11.07,10.54,8.23,5.3,8.55,7.38,7.59,7.35,6.91,4.66,4.29,3.48,5.7,4.77,3.77
 廣穎,s4973,4973 廣穎,2.61,3.09,3.32,0.93,-0.7,-1.75,-0.85,1.74,2.39,1.97,2.82,3.53,3.2,3.92,4.73,3.91,4.26,3.18
 亞泰,s4974,4974 亞泰,7.86,5.69,0.39,6.94,7.44,6.52,6.22,7.66,7.64,6.95,7.01,6.56,6.23,5.78,5.52,5.31,5.61,5.82
 佳凌,s4976,4976 佳凌,-2.63,-5.62,-8.09,-8.37,-7.38,-11.29,-17.11,-2.48,0.42,2.92,4.85,8.97,11.04,11.21,6.83,12.98,12.97,11.55
 眾達-KY,s4977,4977 眾達-KY,16.32,17,16.35,15.48,15.07,14.91,15.7,14.2,14.04,13.93,12.51,11.57,12.8,12.95,12.62,9.06,,7.78
 華星光,s4979,4979 華星光,-1.94,3.78,9.57,12.97,12.43,9.5,8.71,7.19,6.31,5.46,5.52,5.71,5.26,6.86,6.58,8.42,8.97,8.61
 科納-KY,s4984,4984 科納-KY,24.96,24.51,24.04,13.01,11.27,5.76,4.45,10.07,10.27,6.2,5.85,0.21,-0.95,-7.26,-9.04,2.24,5.76,4.67
 科誠,s4987,4987 科誠,10.37,10.44,11.2,15.7,17.56,13.63,12.01,14.57,14.48,14.31,15.34,15.65,15.51,14.31,10.75,13.4,13.15,12.48
 環宇-KY,s4991,4991 環宇-KY,15.57,10.52,3.64,16.64,16.52,11.38,9.73,12.33,9.9,8.73,11.21,10.64,5.93,8.44,8.31,1.08,,-2.82
 傳奇,s4994,4994 傳奇,-13.35,-6.94,-16.65,2.4,2.71,-3.76,7.98,23.84,25.69,26.33,33.14,24.97,15.83,15.11,16.27,32.05,33.72,33.46
 晶達,s4995,4995 晶達,7.92,7.71,7.45,11.95,12.81,12.65,13.11,13.57,12.29,12.05,10.38,8.18,7.69,8.98,6.09,6.12,5.31,4.55
 鑫禾,s4999,4999 鑫禾,16.22,13.8,10.69,20.24,18.94,14.13,16.69,20.84,19.13,17.98,14.22,18.69,17.77,17.76,19.94,19.06,19.13,18.18
 三星,s5007,5007 三星,16.37,16.09,15.38,13.86,13.44,12.66,12.72,14.81,15.15,15.79,16.33,14.56,14.83,15.03,14.69,9.65,10.55,10.33
 榮剛,s5009,5009 榮剛,2.81,2.27,0.31,5.65,7.57,6.6,7.17,5.14,4.45,4.08,3.47,1.62,1.31,1.02,-0.17,5.31,6.92,8.63
 久陽,s5011,5011 久陽,4.58,6.38,5.42,2.55,1.51,0.27,-3.01,5.99,7.21,10.06,12.32,3.22,3.92,3.5,2.03,5.73,7.79,11.71
 強新,s5013,5013 強新,6.85,6.4,7.49,4.75,4.19,3.96,5.75,5.21,5.08,5.04,5.36,4.37,3.81,3.53,5.12,-0.2,0.56,1.88
 建錩,s5014,5014 建錩,-0.38,-1.46,-4.61,-2.1,-2.02,-0.96,-1.15,1.31,1.95,2.83,-1.33,-0.74,-0.91,-1.23,-0.47,0.23,-0.49,-1.03
 華祺,s5015,5015 華祺,6.94,8.68,7.37,7.11,5.79,2.42,0.7,8.28,7.81,6.55,7.91,3.74,3.64,5.39,7.08,-0.47,-1.39,-1.92
 松和,s5016,5016 松和,8.01,7.4,5.31,3.77,3.23,2.62,3.4,5.54,5.54,5.65,6.52,3.8,3.43,3.37,3.53,1.35,2.23,1.92
 富強,s5102,5102 富強,7.65,7.38,4.6,7.59,7.18,6.02,4.18,5.75,5.91,4.32,2.08,3.55,3.5,2.85,2.08,4.36,3.98,6.4
 凱衛,s5201,5201 凱衛,-7.73,-21.54,-18.91,14.33,13.03,5.09,13.73,14.08,9.52,12.88,7.77,19.55,29.58,31.07,73.5,5.8,0.39,-6.39
 力新,s5202,5202 力新,8.43,10.09,2.48,7.85,3.6,2.38,-5.11,3.97,-1.99,-6,0.77,-32.12,-22.99,-27.5,-6.73,-66.42,-73.56,-102.91
 訊連,s5203,5203 訊連,13.51,15.8,17.83,28.16,28.38,24.64,22.19,31.81,29.48,27.26,31.56,27.44,26.86,27.91,31.23,18.86,17.29,18.07
 漢康,s5205,5205 漢康,-51.43,-70.51,"-1,590.14",-498.21,-202.98,-44.41,419.29,-352.07,-381.84,-326.37,-215.78,-347.29,-361.85,-511.12,-176.95,-142.4,-87.49,-90.13
 坤悅,s5206,5206 坤悅,16.56,-12.61,-11.1,24.14,21.4,11.24,-120.66,2.88,5.55,-72.44,-91.98,17.13,21.94,24.78,-294.35,18.82,22.35,24.16
 新鼎,s5209,5209 新鼎,6.01,6.13,5.93,5.52,5.55,5.41,5.37,5.88,6.83,7.37,8.59,8.76,9.27,8.49,5.72,8.62,9.02,8.04
 寶碩,s5210,5210 寶碩,-3.46,-5,-47.17,0.55,-3.77,6.73,-10.04,6.18,-0.26,-3.16,-1.05,-0.31,-5.62,-8.13,-7.53,1.12,-6.62,-2.43
 蒙恬,s5211,5211 蒙恬,9.09,9.37,9.95,7.54,6.82,5.64,5.1,9.77,9.59,10.37,10.25,7.69,7.05,6.29,6.69,12.7,13.66,14.91
 凌網,s5212,5212 凌網,1.54,-4.78,-15.04,4.74,2.84,-1.58,-13.2,3.57,0.27,-8.19,-13.75,-6.62,-14.9,-19.69,-32.42,1.91,-17.64,-27.14
 亞昕,s5213,5213 亞昕,-24.69,-14.25,4.83,19.82,18.91,23.92,29.53,31.83,1.85,2.75,-27.06,25.07,28.6,28.31,25.67,24.68,20.78,26.22
 科嘉-KY,s5215,5215 科嘉-KY,3.75,2.71,1.37,11.47,12.03,11.57,10.03,11.55,11.04,9.3,6.37,3.4,3.42,2.38,2.58,11.98,12.16,12.94
 東科-KY,s5225,5225 東科-KY,1.99,0.05,0.95,3.13,3.18,1.71,2.68,4.65,5.08,3.59,0.71,6.3,6.89,6.26,5.94,6.7,6.67,5.57
 立凱-KY,s5227,5227 立凱-KY,-1.88,-15.99,-31.15,-39.35,-44.18,-53.39,-45.19,-65.11,-85.53,-119.27,-95.48,-70.76,-62.09,-60.45,-61.34,-34.14,,
 雷笛克光學,s5230,5230 雷笛克光學,8.68,7.51,7.59,8.48,9.07,9.24,5.29,7.1,7.18,6.73,4.29,11.59,12.83,14.34,9.99,16.45,15.81,14.12
 達興材料,s5234,5234 達興材料,8.88,7.67,6.72,7.9,8.3,8.52,9.52,9.12,8.34,7.93,8.39,11.38,10.92,10.77,11.31,10.49,10.29,9.53
 乙盛-KY,s5243,5243 乙盛-KY,3.42,3.49,3.77,3.37,3.48,3.57,3.47,5.41,5.3,5.1,5.33,4.52,4.05,3.94,3.66,3.58,,
 智晶,s5245,5245 智晶,16.17,17.76,17.61,11.27,11.6,9.36,9.23,10.15,9.94,9.43,10.25,2.75,1.57,1.09,,-5.86,,-2.35
 天鉞電,s5251,5251 天鉞電,8.41,8.93,5.31,10.31,10.93,10.75,11.08,12.97,13.12,11.87,13.34,13.83,14.66,15.05,16.14,9.19,8.47,6.52
 美桀,s5255,5255 美桀,6.18,3.95,1.79,0.94,0.7,0.69,0.57,3.54,3.89,4.64,4.8,5.51,4.92,7.07,6.28,2.88,,3.21
 清惠,s5259,5259 清惠,-110.88,-143.05,-233.78,-74.42,-39.46,-16.29,-22.22,-32.89,-26.2,-25.59,-30.33,-8.94,-3.5,-2.5,7.47,9.1,,1.42
 智崴,s5263,5263 智崴,3.24,-0.13,4.74,16.98,20.41,12.07,-1.48,27.06,29.78,31.19,32.15,-1.79,-64.99,-70.76,-138.13,18.22,17.77,13.85
 鎧勝-KY,s5264,5264 鎧勝-KY,7.66,9.07,10.95,14.6,13.22,11.5,11.32,14.26,14.88,14.8,14.81,16.76,17.24,17.86,17.84,9.87,8.81,6.32
 祥碩,s5269,5269 祥碩,16.13,14.52,15.03,13.28,12.03,6.26,9.34,14.96,14.5,14.62,13.24,7.32,7.63,8.87,7.74,13.58,15.74,14.84
 笙科,s5272,5272 笙科,10.01,8.82,5.71,9.31,9.54,11.53,13.68,18.64,17.87,19.16,19.39,18.35,19.25,17.86,16.52,17.61,18.8,16.8
 信驊,s5274,5274 信驊,30.64,30.66,31.2,34.25,35.31,31.68,33.34,32.8,32.23,31.19,32.39,28.94,28.19,27.75,28.95,28.01,28.2,28.49
 達輝-KY,s5276,5276 達輝-KY,6.82,7.3,7.14,10.36,10.85,9.62,12.29,7.63,7.18,6.76,5.59,10.58,10.44,8.41,8.28,-1.71,16.89,16.63
 尚凡,s5278,5278 尚凡,-27.31,-27.9,-20.88,-29.21,-20.97,-14.82,-20.07,5.23,8.45,9.09,15.31,26.13,25.43,24.43,30.41,31.63,27.7,23.35
 大峽谷-KY,s5281,5281 大峽谷-KY,7.64,-1.58,0.95,10.29,11.28,11.44,-5.97,9.78,,,,,,,,,,
 jpp-KY,s5284,5284 jpp-KY,12.81,13.84,13.39,14.44,16.05,13.6,10.89,12.74,12.49,12.34,11.89,9.98,9.02,6.82,,8.49,,
 界霖,s5285,5285 界霖,5.69,4.99,5.44,7.45,8.15,6.39,7.01,8.22,7.94,7.61,6.9,4.44,4.1,4.1,4.83,4.58,,4.14
 數字,s5287,5287 數字,37.92,35.45,29.33,36.73,35.45,34.08,26.61,38.44,42.81,43.95,39.62,36.5,34.42,36.32,33.91,35.31,,33.62
 豐祥-KY,s5288,5288 豐祥-KY,10.55,10.76,11.67,12.08,12.11,10.3,11.12,9.06,8.89,9.44,9.32,9.17,9.36,10.27,12.66,12.4,,
 宜鼎,s5289,5289 宜鼎,8.67,9.2,10.69,11.87,11.43,10,10.3,14.35,12.99,13.05,12.34,10.21,10.42,11.79,13.82,10.13,,
 邑昇,s5291,5291 邑昇,-0.53,-0.03,0.09,1.12,2.44,0.46,0.33,5.96,7.49,7.66,9.53,5.89,5.64,5.87,7.32,6.28,,
 寶得利,s5301,5301 寶得利,-7.23,-2.5,0.16,2.53,3.61,6.99,8.39,7.32,9.81,12.61,19.35,6.03,5.35,4.08,-4.42,2.51,-18.61,50.94
 太欣,s5302,5302 太欣,-21.72,-25.45,-28.12,-20.95,-19.49,-27.8,-48.35,-31.15,-33.51,-42.26,-60.29,-13.04,-10.03,-13.99,-11.37,-11.47,-8.82,-6.04
 鼎創達,s5304,5304 鼎創達,-38.58,-21.97,-34.39,-34.69,-17.56,-37.22,-42.9,38.38,48.32,66.59,-19.59,-17.42,-25.87,-33.49,-81.01,-7.79,-3.54,1.78
 敦南,s5305,5305 敦南,9.16,7.76,3.54,9.4,11.47,14.26,8.17,8.03,8.95,7.89,6.5,4.41,4.91,3.85,1.36,4.26,4.57,3.31
 桂盟,s5306,5306 桂盟,20.48,19.21,19.82,20.74,21.49,19.34,21.13,16.62,18.12,18.35,17.38,18.06,19.5,18.22,18.47,18.99,18.92,12.61
 系統電,s5309,5309 系統電,-5.01,-3.53,-1.6,35.5,65.61,91.85,-19.5,-9.25,-10.75,-14.56,-10.08,-14.97,-9.22,-7.09,1,-0.55,3.33,-3.3
 天剛,s5310,5310 天剛,-14.85,-20.29,-7.34,3.39,-4.08,-4.61,-7.31,-2.78,-3.24,0.02,-2.63,3.93,7.58,11.75,-3.53,16.74,-4.08,-3.21
 寶島科,s5312,5312 寶島科,15.05,14.13,15.29,14.69,15.56,14.75,15.5,14.69,15.36,14.17,16.35,16.07,15.33,14.65,17.64,14.29,14.18,14.37
 世紀,s5314,5314 世紀,-62.1,-62.25,-39.7,-37.96,-39.73,-40.8,-46.74,-28.21,-26.53,-24.63,-34.87,-49.05,-58.84,-59.54,-27.57,-17.27,-21.49,-28.72
 光聯,s5315,5315 光聯,15.86,16.6,15.25,13.6,12.16,9.1,9.33,-2.23,-3.4,-8.57,-9.76,-6.74,-6.83,-10.44,-9.78,-12.12,-10.4,-10.68
 凱美,s5317,5317 凱美,-13.55,-21.15,4.42,-2.72,3.42,2.25,1.35,4.88,5.96,6.13,6.58,5.12,4.96,4.67,2.71,-2.63,-2.16,-2.93
 友銓,s5321,5321 友銓,3.22,3.99,4.19,2.67,2.76,0.76,0.96,3.8,-0.11,-2.55,1.7,8.18,16.73,32.46,525.26,-132.49,-113.9,-131.89
 士開,s5324,5324 士開,13.56,19.8,-124.41,-163.01,-155.48,-172.51,-216.74,-82.77,-69.03,-52.93,-45.78,28.42,30.37,31.54,33.19,14.03,16.49,15.11
 華容,s5328,5328 華容,7.18,5.4,5.04,6.96,7.29,1.27,-2.31,-9.49,2.15,1.45,2.63,3.72,4.29,3.13,1.75,-5.25,2.95,3.52
 建榮,s5340,5340 建榮,0.33,-1.55,-5.75,-8.16,-7.74,-7.64,-6.96,-11.35,-11.43,-9.82,-8.19,-14.48,-14.23,-14.49,-17.06,-9.61,-5.69,-4.45
 立衛,s5344,5344 立衛,-30.19,-24.32,1.25,-58.97,-53.75,-49.68,-25.14,-65.99,-36.54,-32.29,-40.68,-10.98,-11.98,-10.15,-17.77,49.71,70.49,108.2
 天揚,s5345,5345 天揚,-3.42,-26.6,-141.96,89.11,61.73,58.13,14.55,48.65,65.3,93.56,-4.21,1.41,1.53,2.94,5.07,-3.1,5.56,5.5
 世界,s5347,5347 世界,21.74,22.63,21.77,17.83,18.4,19.39,21.39,22.73,22.79,23.54,24.4,20.68,20.61,19.87,18.4,13.57,12.82,10.34
 系通,s5348,5348 系通,-39.13,-39.86,-34.17,-10.65,-10.64,-18.75,-15.24,-15.09,-17.5,-16.97,-14.78,-48.43,-45.87,-15.79,-13.79,5.51,6.4,7.56
 先豐,s5349,5349 先豐,6.15,8.86,8.02,8.77,8.68,9.63,11.79,10.14,9.42,8.79,7.68,9.18,9.44,9.73,9.92,6.22,5.25,4.11
 鈺創,s5351,5351 鈺創,-6.41,-4.54,-4.45,-1.97,-0.8,0.62,1.21,1.4,1.32,0.62,0.44,-0.25,-1.6,-2.71,-8.42,-8.34,-12.12,-14.59
 台林,s5353,5353 台林,2.88,3.4,2.87,2.68,3.88,1.71,1.93,3.47,4.51,3.55,5.28,4.19,4.96,4.39,2.65,2.85,3.66,1.87
 佳總,s5355,5355 佳總,-5.49,-6.39,-11.81,2.27,4.14,3.02,5.47,8.5,6.71,4.84,7.84,13.61,13.78,17.14,18.37,10.93,6.17,2.97
 協益,s5356,5356 協益,5.78,6.02,5.81,6.07,5.59,4.37,5.99,15.44,20.13,7.94,7.95,9.28,10.39,11.77,10.85,7.97,6.41,6.34
 力麗店,s5364,5364 力麗店,2.32,-3.79,-6.99,0.94,-0.76,-2.39,5.79,3.43,14.03,12.4,13.89,42.33,36.11,-195.49,"-109,666.67","-1,660.07","-1,090.12",-788.58
 中光電,s5371,5371 中光電,2.57,1.88,2.04,2.87,2.6,1.89,1.87,3.7,3.89,3.3,2.49,2.77,2.46,2.31,2.44,1.56,1.51,1.47
 合正,s5381,5381 合正,49.94,65.11,115,-62.17,-82.59,-32.85,-31.05,-4.4,3.23,13.58,41.99,0.14,2.9,7.52,-32.07,-49.61,-22.66,-25.87
 金利,s5383,5383 金利,-10.67,-12.65,-15.52,-10.83,-9.41,-8.64,-6.08,3.85,5.9,7.14,6.18,1.57,2.48,-0.69,-4.98,-5.03,-4.71,-5.71
 捷元,s5384,5384 捷元,0.25,0.22,0.22,0.14,0.02,0.07,0.32,0.13,-0.13,-0.11,0.06,0.04,-0.23,-0.38,0.06,0.03,0.25,0.38
 青雲,s5386,5386 青雲,0.91,-0.12,0.17,1.71,1.58,0.88,-0.57,0.13,-0.03,0.62,1.83,3.34,4.01,5.1,4.98,11.44,9.32,5.55
 中磊,s5388,5388 中磊,3.8,3.49,3.26,3.7,3.69,3.32,2.63,4.09,4.13,4.26,3.93,4.43,4.36,4.29,2.88,3.92,4.23,4.15
 應華,s5392,5392 應華,1.82,2.95,2.89,2.47,1.13,3.18,4.6,1.78,4.54,3.05,10.26,5.96,10.27,12.56,6.51,2.8,6.44,6.29
 圓方,s5395,5395 圓方,2.11,1.16,-4.55,2.7,1.46,1.66,3.1,440.75,787.86,"1,195.63","2,911.33",-687.75,-340.97,-308.68,-290.93,-325.39,-242.81,-277.29
 力瑋,s5398,5398 力瑋,-2.91,-4.74,-11.88,-53.68,-59.01,-70.7,-42.53,-19.16,-15.68,-17.22,-7.17,2.46,1.67,2.45,3.08,1.94,-0.14,-0.03
 中菲,s5403,5403 中菲,13.74,16.85,15.83,12.13,10.78,11.85,10.87,11.71,10.35,8.79,8.28,9.55,9.98,7.75,7.22,6.88,7.15,6.97
 國眾,s5410,5410 國眾,4.35,5.07,4.63,5.29,4.37,4.53,6.61,4.49,3.77,4.51,5.44,4.5,4.46,5.29,7.75,5.46,5.08,4.82
 台半,s5425,5425 台半,12.1,12.43,12.44,14.6,14.07,12.24,12.09,11.98,12.45,12.61,12.54,9.41,10.3,11.29,11.34,5.72,6.27,6.48
 振發,s5426,5426 振發,9.99,11.24,9.72,4.91,3.48,1.33,6.41,10.58,11.81,9.97,12.07,11.3,12.92,11.81,14.61,11.6,11.97,8.25
 達威,s5432,5432 達威,6.13,9.23,10.26,17.65,18.4,12.61,13.23,11.56,9.7,7.18,11.4,9.7,10.85,12.88,16.36,18.74,15.14,18.02
 崇越,s5434,5434 崇越,5.2,5.04,5.21,5.03,5.06,4.81,4.42,4.76,4.76,4.56,4.48,5.14,5.24,5.3,4.88,4.95,5.08,4.65
 東友,s5438,5438 東友,7.94,3.74,3.6,7.2,9.18,3.9,2.42,5.43,6.44,6.19,8.44,1.46,-0.3,-3.41,-5.09,1.77,0.9,-1.11
 高技,s5439,5439 高技,9.9,10.97,9.49,6.83,7.73,6.6,7.91,8.65,8.63,8.47,8.71,6.3,7.06,6.56,6.55,7.66,8.3,8.42
 均豪,s5443,5443 均豪,10.8,14.37,6.8,6.47,7.81,4.94,5.37,3.87,5.02,5.2,2.12,7.12,7.42,5.39,16.43,-10,-9.73,-20.3
 寶聯通,s5450,5450 寶聯通,0.31,0.83,3.3,-5.67,-7.13,-10.56,-11.25,-7.82,-7.16,-9.41,-8.46,-4.11,-3.14,0.53,-3.88,-1.56,-0.44,-0.97
 佶優,s5452,5452 佶優,0.06,-0.29,0.41,0.4,0.35,-1.1,-2.08,0.7,0.72,0.58,0.38,0.59,0.34,0.29,0.64,1.38,1.66,1.43
 訊利電,s5455,5455 訊利電,-1.2,2.25,65.37,-394.51,-364.26,-317.26,-386.03,-117.92,-170.08,-194.98,-211.98,-80.94,-61.19,-44.04,-8.6,-47.88,-29.29,-70.36
 宣德,s5457,5457 宣德,0.05,-0.2,-0.4,9.55,10.25,6.64,5.97,15.23,15.99,15.49,28.34,0.95,-5.05,-4.08,-6.03,-22.53,-25.05,-20.9
